chr	start	end	refStart_noChr	refEnd_noChr
chr18	21600384	21602884	2496208617	2496211117
chr18	21610314	21612814	2496218547	2496221047
chr18	21702957	21706780	2496311190	2496315013
chr18	22167589	22170089	2496775822	2496778322
chr18	22417415	22419915	2497025648	2497028148
chr18	22796261	22798761	2497404494	2497406994
chr18	23132564	23135064	2497740797	2497743297
chr18	23437461	23439961	2498045694	2498048194
chr18	23451287	23453787	2498059520	2498062020
chr18	23501496	23503996	2498109729	2498112229
chr18	23586006	23588506	2498194239	2498196739
chr18	23662411	23664911	2498270644	2498273144
chr18	23687453	23689953	2498295686	2498298186
chr18	23990773	23993273	2498599006	2498601506
chr18	24136987	24139487	2498745220	2498747720
chr18	24397380	24399880	2499005613	2499008113
chr18	24424634	24427134	2499032867	2499035367
chr18	24458637	24461137	2499066870	2499069370
chr18	25351690	25354190	2499959923	2499962423
chr18	26090717	26093217	2500698950	2500701450
chr18	26131852	26134352	2500740085	2500742585
chr18	26224445	26226945	2500832678	2500835178
chr18	26656901	26659401	2501265134	2501267634
chr18	26865271	26867771	2501473504	2501476004
chr18	27184808	27187308	2501793041	2501795541
chr18	28177446	28179946	2502785679	2502788179
chr18	31042315	31044815	2505650548	2505653048
chr18	31102022	31104522	2505710255	2505712755
chr18	31162356	31164856	2505770589	2505773089
chr18	31316160	31318660	2505924393	2505926893
chr18	31374777	31377277	2505983010	2505985510
chr18	31445741	31448241	2506053974	2506056474
chr18	31496177	31498677	2506104410	2506106910
chr18	31555009	31557509	2506163242	2506165742
chr18	31685336	31687836	2506293569	2506296069
chr18	31760380	31762880	2506368613	2506371113
chr18	31952636	31955136	2506560869	2506563369
chr18	32016825	32019325	2506625058	2506627558
chr18	32089874	32092374	2506698107	2506700607
chr18	32183069	32185569	2506791302	2506793802
chr18	32470382	32472882	2507078615	2507081115
chr18	32772523	32775023	2507380756	2507383256
chr18	33440601	33443101	2508048834	2508051334
chr18	33576219	33578719	2508184452	2508186952
chr18	34224452	34226952	2508832685	2508835185
chr18	34491291	34493791	2509099524	2509102024
chr18	34974928	34977428	2509583161	2509585661
chr18	35239030	35241530	2509847263	2509849763
chr18	35289745	35292245	2509897978	2509900478
chr18	35344982	35347482	2509953215	2509955715
chr18	35376837	35379337	2509985070	2509987570
chr18	35497440	35499979	2510105673	2510108212
chr18	35579117	35581617	2510187350	2510189850
chr18	35970625	35973125	2510578858	2510581358
chr18	36067076	36069576	2510675309	2510677809
chr18	36127444	36131385	2510735677	2510739618
chr18	36185497	36187997	2510793730	2510796230
chr18	36295713	36298213	2510903946	2510906446
chr18	36827106	36831216	2511435339	2511439449
chr18	37565327	37567827	2512173560	2512176060
chr18	41953234	41955734	2516561467	2516563967
chr18	43115191	43117691	2517723424	2517725924
chr18	43277035	43279535	2517885268	2517887768
chr18	44678173	44680673	2519286406	2519288906
chr18	45210995	45213495	2519819228	2519821728
chr18	45685025	45687525	2520293258	2520295758
chr18	45823675	45826175	2520431908	2520434408
chr18	45966829	45969329	2520575062	2520577562
chr18	46071772	46074272	2520680005	2520682505
chr18	46102378	46106334	2520710611	2520714567
chr18	46171553	46174053	2520779786	2520782286
chr18	46324809	46327309	2520933042	2520935542
chr18	46656720	46659220	2521264953	2521267453
chr18	46758757	46761257	2521366990	2521369490
chr18	46915492	46917992	2521523725	2521526225
chr18	46919660	46922160	2521527893	2521530393
chr18	47035121	47037621	2521643354	2521645854
chr18	47150000	47152500	2521758233	2521760733
chr18	47175845	47178364	2521784078	2521786597
chr18	47251160	47253660	2521859393	2521861893
chr18	47930646	47933146	2522538879	2522541379
chr18	48410252	48412752	2523018485	2523020985
chr18	48537031	48539531	2523145264	2523147764
chr18	48950465	48952965	2523558698	2523561198
chr18	49460847	49463347	2524069080	2524071580
chr18	49486752	49489252	2524094985	2524097485
chr18	49491979	49494508	2524100212	2524102741
chr18	49558699	49561199	2524166932	2524169432
chr18	49813453	49815953	2524421686	2524424186
chr18	49837123	49839623	2524445356	2524447856
chr18	50194664	50197164	2524802897	2524805397
chr18	50265995	50268495	2524874228	2524876728
chr18	50281274	50283774	2524889507	2524892007
chr18	50287339	50289839	2524895572	2524898072
chr18	50373040	50375540	2524981273	2524983773
chr18	50558087	50560587	2525166320	2525168820
chr18	50824902	50827402	2525433135	2525435635
chr18	50877080	50879580	2525485313	2525487813
chr18	50965991	50968519	2525574224	2525576752
chr18	51026528	51029028	2525634761	2525637261
chr18	51217833	51220333	2525826066	2525828566
chr18	52338197	52340697	2526946430	2526948930
chr18	54224169	54226669	2528832402	2528834902
chr18	54267517	54270017	2528875750	2528878250
chr18	54355906	54359964	2528964139	2528968197
chr18	54585757	54588257	2529193990	2529196490
chr18	54715860	54718360	2529324093	2529326593
chr18	54958961	54961461	2529567194	2529569694
chr18	55664287	55666787	2530272520	2530275020
chr18	56649343	56653600	2531257576	2531261833
chr18	57145087	57147587	2531753320	2531755820
chr18	57350557	57353057	2531958790	2531961290
chr18	57433374	57435874	2532041607	2532044107
chr18	57586232	57588732	2532194465	2532196965
chr18	57621713	57624213	2532229946	2532232446
chr18	57802815	57805315	2532411048	2532413548
chr18	58042226	58044726	2532650459	2532652959
chr18	58628591	58631091	2533236824	2533239324
chr18	58669465	58671965	2533277698	2533280198
chr18	58860600	58863100	2533468833	2533471333
chr18	59137866	59140366	2533746099	2533748599
chr18	59218158	59220658	2533826391	2533828891
chr18	59273586	59276086	2533881819	2533884319
chr18	59318149	59320649	2533926382	2533928882
chr18	59358765	59361265	2533966998	2533969498
chr18	59697162	59699662	2534305395	2534307895
chr18	59897996	59900496	2534506229	2534508729
chr18	60372275	60374775	2534980508	2534983008
chr18	61331430	61333930	2535939663	2535942163
chr18	61893747	61896247	2536501980	2536504480
chr18	62185255	62189118	2536793488	2536797351
chr18	62323287	62325787	2536931520	2536934020
chr18	62521025	62523525	2537129258	2537131758
chr18	62713541	62716041	2537321774	2537324274
chr18	63319628	63322128	2537927861	2537930361
chr18	63366728	63369228	2537974961	2537977461
chr18	63421983	63424483	2538030216	2538032716
chr18	63474958	63477458	2538083191	2538085691
chr18	63540369	63542869	2538148602	2538151102
chr18	63584989	63587489	2538193222	2538195722
chr18	63643756	63648079	2538251989	2538256312
chr18	63661393	63663893	2538269626	2538272126
chr18	63750935	63753435	2538359168	2538361668
chr18	63869692	63872192	2538477925	2538480425
chr18	63895174	63897674	2538503407	2538505907
chr18	63905958	63908458	2538514191	2538516691
chr18	63947301	63949801	2538555534	2538558034
chr18	63968029	63970529	2538576262	2538578762
chr18	65748252	65750752	2540356485	2540358985
chr18	66603638	66606138	2541211871	2541214371
chr18	67516220	67518720	2542124453	2542126953
chr18	68713209	68717108	2543321442	2543325341
chr18	69398888	69401388	2544007121	2544009621
chr18	69961303	69963803	2544569536	2544572036
chr18	70205226	70207726	2544813459	2544815959
chr18	70287045	70289545	2544895278	2544897778
chr18	72638021	72640521	2547246254	2547248754
chr18	72867646	72870146	2547475879	2547478379
chr18	74146523	74149843	2548754756	2548758076
chr18	74291473	74293973	2548899706	2548902206
chr18	74313839	74316339	2548922072	2548924572
chr18	74457444	74459944	2549065677	2549068177
chr18	74493816	74496316	2549102049	2549104549
chr18	74532500	74535000	2549140733	2549143233
chr18	74595870	74598370	2549204103	2549206603
chr18	75208639	75211255	2549816872	2549819488
chr18	75427203	75429703	2550035436	2550037936
chr18	76494742	76497242	2551102975	2551105475
chr18	76820557	76823057	2551428790	2551431290
chr18	77133183	77135683	2551741416	2551743916
chr18	77247848	77250348	2551856081	2551858581
chr18	78977818	78980318	2553586051	2553588551
chr18	79067285	79069785	2553675518	2553678018
chr18	79393856	79396356	2554002089	2554004589
chr18	79677803	79680303	2554286036	2554288536
chr18	79795938	79798438	2554404171	2554406671
chr18	79951157	79953657	2554559390	2554561890
chr18	79962582	79965082	2554570815	2554573315
chr18	80032346	80035949	2554640579	2554644182
chr18	80107262	80109762	2554715495	2554717995
chr18	80247014	80249514	2554855247	2554857747
chr19	105104	107604	2554802987	2554805487
chr19	290903	293403	2554988786	2554991286
chr19	344315	346815	2555042198	2555044698
chr19	375526	378026	2555073409	2555075909
chr19	408647	411147	2555106530	2555109030
chr19	460533	463033	2555158416	2555160916
chr19	474483	476983	2555172366	2555174866
chr19	487176	489676	2555185059	2555187559
chr19	505497	507997	2555203380	2555205880
chr19	529760	532260	2555227643	2555230143
chr19	542034	544534	2555239917	2555242417
chr19	569277	571777	2555267160	2555269660
chr19	587881	590381	2555285764	2555288264
chr19	633037	635537	2555330920	2555333420
chr19	637879	640379	2555335762	2555338262
chr19	662733	665233	2555360616	2555363116
chr19	674392	676892	2555372275	2555374775
chr19	694998	697498	2555392881	2555395381
chr19	706935	709435	2555404818	2555407318
chr19	749112	751612	2555446995	2555449495
chr19	795075	797575	2555492958	2555495458
chr19	821455	825597	2555519338	2555523480
chr19	838999	841499	2555536882	2555539382
chr19	849014	851514	2555546897	2555549397
chr19	857453	859953	2555555336	2555557836
chr19	892718	895218	2555590601	2555593101
chr19	912745	915245	2555610628	2555613128
chr19	915287	917787	2555613170	2555615670
chr19	923781	926281	2555621664	2555624164
chr19	982332	984832	2555680215	2555682715
chr19	998419	1000919	2555696302	2555698802
chr19	1020679	1023179	2555718562	2555721062
chr19	1024586	1027086	2555722469	2555724969
chr19	1037997	1040497	2555735880	2555738380
chr19	1063923	1066423	2555761806	2555764306
chr19	1094880	1097380	2555792763	2555795263
chr19	1101982	1104482	2555799865	2555802365
chr19	1173768	1178058	2555871651	2555875941
chr19	1237527	1242246	2555935410	2555940129
chr19	1246553	1249053	2555944436	2555946936
chr19	1257384	1259884	2555955267	2555957767
chr19	1273530	1276030	2555971413	2555973913
chr19	1283873	1286373	2555981756	2555984256
chr19	1352711	1355211	2556050594	2556053094
chr19	1381527	1384027	2556079410	2556081910
chr19	1401070	1403570	2556098953	2556101453
chr19	1405569	1408069	2556103452	2556105952
chr19	1436358	1438858	2556134241	2556136741
chr19	1444302	1446802	2556142185	2556144685
chr19	1478719	1481219	2556176602	2556179102
chr19	1489166	1492752	2556187049	2556190635
chr19	1506023	1508523	2556203906	2556206406
chr19	1513104	1515604	2556210987	2556213487
chr19	1567825	1570325	2556265708	2556268208
chr19	1592365	1594865	2556290248	2556292748
chr19	1604945	1607473	2556302828	2556305356
chr19	1652115	1654615	2556349998	2556352498
chr19	1751506	1754006	2556449389	2556451889
chr19	1811776	1814276	2556509659	2556512159
chr19	1847983	1850483	2556545866	2556548366
chr19	1863079	1865579	2556560962	2556563462
chr19	1884996	1887496	2556582879	2556585379
chr19	1903214	1905899	2556601097	2556603782
chr19	1939172	1941672	2556637055	2556639555
chr19	2034381	2036881	2556732264	2556734764
chr19	2050744	2053244	2556748627	2556751127
chr19	2094429	2098673	2556792312	2556796556
chr19	2161933	2166468	2556859816	2556864351
chr19	2234824	2239704	2556932707	2556937587
chr19	2247309	2249809	2556945192	2556947692
chr19	2267509	2271759	2556965392	2556969642
chr19	2281675	2284175	2556979558	2556982058
chr19	2307654	2310154	2557005537	2557008037
chr19	2326615	2330611	2557024498	2557028494
chr19	2358238	2360738	2557056121	2557058621
chr19	2427086	2429586	2557124969	2557127469
chr19	2456459	2458959	2557154342	2557156842
chr19	2474122	2476622	2557172005	2557174505
chr19	2702194	2704694	2557400077	2557402577
chr19	2720872	2723372	2557418755	2557421255
chr19	2739528	2742048	2557437411	2557439931
chr19	2782862	2786003	2557480745	2557483886
chr19	2817868	2820368	2557515751	2557518251
chr19	2839437	2841937	2557537320	2557539820
chr19	2865335	2867835	2557563218	2557565718
chr19	2898928	2901428	2557596811	2557599311
chr19	2944471	2946971	2557642354	2557644854
chr19	2975538	2978038	2557673421	2557675921
chr19	3047135	3049635	2557745018	2557747518
chr19	3062607	3065107	2557760490	2557762990
chr19	3092362	3094862	2557790245	2557792745
chr19	3134033	3136533	2557831916	2557834416
chr19	3170346	3172846	2557868229	2557870729
chr19	3183563	3186063	2557881446	2557883946
chr19	3222661	3225161	2557920544	2557923044
chr19	3312403	3314903	2558010286	2558012786
chr19	3480025	3482525	2558177908	2558180408
chr19	3482941	3485441	2558180824	2558183324
chr19	3500174	3502674	2558198057	2558200557
chr19	3504311	3506811	2558202194	2558204694
chr19	3537171	3539671	2558235054	2558237554
chr19	3570777	3573277	2558268660	2558271160
chr19	3573790	3576290	2558271673	2558274173
chr19	3583478	3585978	2558281361	2558283861
chr19	3606375	3608875	2558304258	2558306758
chr19	3626315	3628815	2558324198	2558326698
chr19	3699968	3702468	2558397851	2558400351
chr19	3706362	3708862	2558404245	2558406745
chr19	3760682	3763692	2558458565	2558461575
chr19	3771728	3774228	2558469611	2558472111
chr19	3801629	3804129	2558499512	2558502012
chr19	3868538	3871038	2558566421	2558568921
chr19	3877864	3880364	2558575747	2558578247
chr19	3931069	3933569	2558628952	2558631452
chr19	3970623	3973123	2558668506	2558671006
chr19	3984963	3987463	2558682846	2558685346
chr19	4005736	4008236	2558703619	2558706119
chr19	4066399	4068899	2558764282	2558766782
chr19	4123622	4126122	2558821505	2558824005
chr19	4151631	4154131	2558849514	2558852014
chr19	4180689	4184566	2558878572	2558882449
chr19	4227523	4230023	2558925406	2558927906
chr19	4245080	4247580	2558942963	2558945463
chr19	4277266	4279766	2558975149	2558977649
chr19	4301931	4305098	2558999814	2559002981
chr19	4341527	4344786	2559039410	2559042669
chr19	4400047	4403140	2559097930	2559101023
chr19	4457294	4459794	2559155177	2559157677
chr19	4470297	4472797	2559168180	2559170680
chr19	4517986	4520486	2559215869	2559218369
chr19	4534724	4537224	2559232607	2559235107
chr19	4539536	4542067	2559237419	2559239950
chr19	4581276	4583776	2559279159	2559281659
chr19	4637516	4640016	2559335399	2559337899
chr19	4669862	4672362	2559367745	2559370245
chr19	4724173	4726673	2559422056	2559424556
chr19	4789734	4792234	2559487617	2559490117
chr19	4831212	4833712	2559529095	2559531595
chr19	4867194	4869694	2559565077	2559567577
chr19	4901080	4904896	2559598963	2559602779
chr19	4967113	4969613	2559664996	2559667496
chr19	5340312	5342812	2560038195	2560040695
chr19	5453417	5455917	2560151300	2560153800
chr19	5577849	5580349	2560275732	2560278232
chr19	5621035	5623535	2560318918	2560321418
chr19	5623546	5626046	2560321429	2560323929
chr19	5672947	5675447	2560370830	2560373330
chr19	5678604	5682516	2560376487	2560380399
chr19	5718637	5722572	2560416520	2560420455
chr19	5784246	5787619	2560482129	2560485502
chr19	5790725	5793225	2560488608	2560491108
chr19	5803067	5805567	2560500950	2560503450
chr19	5839222	5841722	2560537105	2560539605
chr19	5850971	5853471	2560548854	2560551354
chr19	5870040	5872540	2560567923	2560570423
chr19	5902841	5906006	2560600724	2560603889
chr19	5910339	5912839	2560608222	2560610722
chr19	5977642	5980142	2560675525	2560678025
chr19	6133247	6135747	2560831130	2560833630
chr19	6199072	6201572	2560896955	2560899455
chr19	6279475	6281975	2560977358	2560979858
chr19	6333112	6335612	2561030995	2561033495
chr19	6359531	6362031	2561057414	2561059914
chr19	6370794	6373294	2561068677	2561071177
chr19	6378558	6381058	2561076441	2561078941
chr19	6393481	6395981	2561091364	2561093864
chr19	6424311	6426811	2561122194	2561124694
chr19	6433279	6435779	2561131162	2561133662
chr19	6461777	6464277	2561159660	2561162160
chr19	6464703	6467203	2561162586	2561165086
chr19	6482057	6484557	2561179940	2561182440
chr19	6502348	6504848	2561200231	2561202731
chr19	6529026	6531526	2561226909	2561229409
